id,label,label:confidence,word1,word2
1143386045,unrelated,0.7422,fine,full
1143386046,antonym,1,executable,impracticable
1143386047,unrelated,0.7261,possible,misfortunate
1143386048,antonym,0.6585,acuity,obtuseness
1143386049,unrelated,0.6637,negatively,well
1143386050,unrelated,1,right,cook
1143386051,unrelated,1,fence,military personnel
1143386052,antonym,0.6216,soft,rugged
1143386053,antonym,1,focussed,unfocused
1143386054,unrelated,0.6679,appropriate,sorry
1143386055,unrelated,1,rifle,come
1143386056,unrelated,1,excessively,beloved
1143386057,unrelated,1,capture,redundant
1143386058,unrelated,1,fountainhead,sparsely
1143386059,unrelated,1,polite,natural
1143386060,antonym,0.5745,force,weakness
1143386061,unrelated,1,regular,storm
1143386062,unrelated,0.4091,plenty,small
1143386063,unrelated,1,shit,TRUE
1143386064,unrelated,0.6909,pause,keep
1143386065,antonym,0.5314,undefined,determine
1143386066,unrelated,0.7762,bates,policy debate
1143386067,unrelated,1,as,beneath
1143386068,unrelated,1,hardly,practically
1143386069,unrelated,0.6571,unrivalled,hing
1143386070,antonym,0.6571,realizable,unmanageable
1143386072,unrelated,0.652,naughty,dear
1143386073,paraphrase,0.8292,ago,previous
1143386074,unrelated,1,helpless,allow
1143386075,unrelated,1,adequately,generally
1143386076,unrelated,1,live,period
1143386077,other,0.6645,unequaled,so
1143386078,unrelated,1,intact,switch
1143386079,antonym,0.5102,disruptive,untroubled
1143386080,unrelated,1,classified,admonition
1143386081,unrelated,1,functionary,unofficial
1143386082,unrelated,1,turnabout,obverse
1143386083,unrelated,1,right,damage
1143386084,unrelated,1,lawful,brilliant
1143386085,unrelated,1,abusive,mighty
1143386086,unrelated,1,avowedly,no
1143386087,unrelated,1,applicable,redundant
1143386088,unrelated,0.7573,correct,hard
1143386089,unrelated,1,hurt,correctly
1143386090,unrelated,0.7312,abusive,rectify
1143386091,unrelated,0.7371,readily,heavy
1143386092,paraphrase,0.652,alright,justly
1143386093,unrelated,1,lojack,voiceless
1143386094,antonym,0.676,unfeigned,erroneous
1143386095,unrelated,1,permissible,throttle
1143386096,entailment,0.6824,necessary,absolutely necessary
1143386097,unrelated,1,sparsely,selfsame
1143386098,unrelated,1,decent,little
1143386099,unrelated,1,aplomb,sorry
1143386100,antonym,1,discriminative,non-discriminatory
1143386101,unrelated,0.6557,effective,little
1143386102,unrelated,0.5917,potential,implausible
1143386103,unrelated,0.6792,hurtful,safe
1143386104,unrelated,0.7308,salutary,scary
1143386105,unrelated,1,maybe,hardly
1143386106,unrelated,1,heretofore,stay
1143386107,unrelated,0.6684,kvetch,cheer
1143386108,antonym,0.6765,harmful,dependable
1143386109,antonym,1,uneventful,eventful
1143386110,antonym,1,insanely,sanely
1143386111,unrelated,0.6808,irrelevant,receivable
1143386112,unrelated,0.4868,well-to-do,simple
1143386113,unrelated,0.5945,dandy,iffy
1143386114,unrelated,1,annie,regular
1143386115,antonym,0.6659,permissible,objectionable
1143386116,unrelated,1,still,well
1143386117,antonym,1,bridgeable,unbridgeable
1143386118,antonym,0.676,finicky,easy
1143386119,unrelated,1,extraordinary,redress
1143386120,antonym,1,safe,peril
1143386121,antonym,0.3447,center,left
1143386122,antonym,1,okay,badly
1143386123,antonym,0.7204,tangible,unreal
1143386124,antonym,0.6498,inappropriate,necessary
1143386125,unrelated,0.6914,skilful,unclear
1143386126,antonym,0.6498,unsound,well
1143386127,unrelated,0.5162,hapless,acceptable
1143386128,unrelated,1,earnest,excessively
1143386129,unrelated,0.4867,easy,scarcely
1143386130,unrelated,0.7626,possible,lavatory
1143386131,unrelated,1,inaccurate,decline
1143386132,antonym,1,ineffectual,efficient
1143386133,antonym,1,peacefulness,war
1143386134,unrelated,0.7279,correct,rotten
1143386135,unrelated,1,inappropriate,unspoiled
1143386136,unrelated,1,onerous,wanton
1143386137,unrelated,1,decent,anymore
1143386138,unrelated,0.7422,barren,no
1143386139,antonym,1,non-discriminatory,discriminatory
1143386140,unrelated,0.7626,less,peer
1143386141,antonym,0.5055,devoice,voice
1143386142,unrelated,1,spouse,alive
1143386143,antonym,1,machine-made,handmade
1143386144,entailment,0.654,right,right
1143386145,paraphrase,0.7956,oft,frequently
1143386146,unrelated,0.6585,easy,crabbed
1143386147,unrelated,0.6506,obvious,intemperate
1143386148,unrelated,1,decline,improper
1143386149,antonym,1,fear,fearlessness
1143386150,antonym,0.6651,accommodate,reject
1143386151,unrelated,0.3423,iffy,expectant
1143386152,unrelated,1,laborious,adequately
1143386153,unrelated,0.755,exacerbate,better
1143386154,unrelated,1,bad,cunning
1143386155,unrelated,0.7475,invalid,valuable
1143386156,antonym,0.6593,genuine,incorrect
1143386157,antonym,1,armored,unarmored
1143386158,antonym,0.6625,delineate,generalize
1143386159,unrelated,1,rude,right
1143386160,unrelated,1,flow,surprisingly
1143386161,unrelated,1,outside,equitable
1143386162,unrelated,0.6455,subsequently,plus
1143386163,unrelated,1,appendage,nonmember
1143386164,antonym,1,peripheral,central
1143386165,unrelated,1,significant,sequent
1143386166,antonym,1,unfashionable,fashionable
1143386167,unrelated,0.5036,unreasonable,impertinent
1143386168,unrelated,0.7353,block,no
1143386169,unrelated,0.5985,pre,belated
1143386170,unrelated,0.6435,spoilt,correct
1143386171,unrelated,1,pretend,good
1143386173,other,0.502,difficult,harsh
1143386174,unrelated,0.7542,appropriate,flaw
1143386175,other,0.3741,formation,new information
1143386176,unrelated,0.6445,devise,disorganise
1143386177,unrelated,1,ass,able
1143386178,unrelated,1,unholy,right
1143386179,unrelated,1,solely,shortly
1143386180,unrelated,0.686,sorry,avowedly
1143386181,unrelated,1,application,bespeak
1143386182,unrelated,0.6619,bad,difficult
1143386183,unrelated,0.5066,minimally,easily
1143386184,antonym,1,inadmissible,acceptable
1143386185,unrelated,1,comprise,management
1143386186,other,0.395,considerably,comfortably
1143386187,antonym,0.6793,immorality,good
1143386188,antonym,0.6558,regrettably,luckily
1143386189,unrelated,1,extraneous,conquer
1143386190,other,0.6784,certainly,entirely
1143386191,unrelated,1,rotten,rightfield
1143386192,unrelated,1,practically,nada
1143386193,unrelated,0.6803,natural,right
1143386194,antonym,0.5135,glass,unglazed
1143386195,unrelated,0.6716,sick,crazy
1143386196,unrelated,1,outstrip,income
1143386197,unrelated,0.675,passing,gain
1143386198,unrelated,0.6,today,eventually
1143386199,unrelated,1,more,discover
1143386200,unrelated,1,lone,highly
1143386201,unrelated,1,anymore,evening
1143386202,unrelated,0.3536,groundless,appropriate
1143386203,unrelated,0.8181,adequately,seedy
1143386204,unrelated,1,erroneous,ripe
1143386205,unrelated,1,anybody,peerless
1143386206,unrelated,0.7412,paltry,possible
1143386207,antonym,0.701,justly,FALSE
1143386208,unrelated,1,tail,detailed account
1143386209,unrelated,0.4978,three-piece,one-piece
1143386210,unrelated,1,big,favourable
1143386211,unrelated,0.655,low,elation
1143386212,unrelated,1,eve,huh
1143386213,antonym,0.7431,non-binding,compulsory
1143386214,antonym,0.6685,placidity,unquiet
1143386215,unrelated,1,deed,vice versa
1143386216,unrelated,0.768,fishy,crazy
1143386217,antonym,1,unhelpful,utile
1143386218,unrelated,1,geographic,magnetic
1143386219,unrelated,0.6738,easy,hooligan
1143386220,unrelated,1,unimportant,farsighted
1143386221,antonym,1,previous,latter
1143386222,antonym,0.6766,soreness,comfort
1143386223,unrelated,0.7486,unknown,assign
1143386224,antonym,0.6607,salacious,acceptable
1143386225,antonym,0.7369,luminosity,dark
1143386226,antonym,1,limit,unlimited
1143386227,other,0.51,plenty,poorly
1143386228,antonym,1,unapproachable,available
1143386229,antonym,1,unify,divide
1143386230,unrelated,0.652,satisfactory,feeble
1143386231,unrelated,0.8169,substantially,easy
1143386232,unrelated,0.7403,erupt,extinguish
1143386233,antonym,0.7491,honest,naughty
1143386234,unrelated,0.7396,terrible,workable
1143386235,unrelated,0.678,upright,lousy
1143386236,antonym,0.6887,fruitlessly,profitably
1143386237,unrelated,1,risky,handsome
1143386238,unrelated,1,compensate,nonsense
1143386239,unrelated,1,cold,prosperous
1143386240,unrelated,1,mighty,inadequate
1143386241,unrelated,1,d,personify
1143386242,other,0.5308,roughneck,hard
1143386243,unrelated,0.773,easy,unbelievable
1143386244,unrelated,1,excessively,jesus
1143386245,antonym,0.7981,robust,poor
1143386246,unrelated,1,cartel,distrust
1143386247,paraphrase,0.6473,straight,correct
1143386248,antonym,0.6749,tonal,atonal
1143386249,antonym,1,happy,sad
1143386250,category,0.3465,adsorbate,absorbable
1143386251,unrelated,1,long,hatful
1143386252,unrelated,1,farsighted,inadequately
1143386253,other,0.6259,well,comfortably
1143386254,unrelated,1,justly,bogus
1143386255,unrelated,1,no,equitable
1143386256,unrelated,0.6713,easy,leisurely
1143386257,unrelated,0.511,easily,sophisticated
1143386258,unrelated,1,hardly,fountainhead
1143386259,unrelated,0.7815,pixilated,easy
1143386260,unrelated,1,maybe,scarce
1143386261,unrelated,0.7932,hale,half
1143386262,unrelated,1,depart,right
1143386263,unrelated,1,weak,sound
1143386264,unrelated,0.7313,easy,dread
1143386265,unrelated,1,later,agone
1143386266,unrelated,1,today,suffice
1143386267,unrelated,0.3474,unclear,indisputable
1143386268,antonym,1,erroneous,truthful
1143386269,antonym,0.6418,inform,uninformed
1143386270,other,0.3456,tough,tough
1143386271,unrelated,0.7471,low,thoroughly
1143386272,antonym,1,unorthodoxy,orthodoxy
1143386276,unrelated,1,stranger,possible
1143386277,antonym,1,activation,inactivation
1143386278,antonym,1,incomplete,perfect
1143386279,unrelated,1,level,barely
1143386280,antonym,0.6498,unacceptable,likely
1143386281,antonym,0.6602,well,gloomy
1143386282,paraphrase,0.5127,readily,easy
1143386283,unrelated,0.6501,let,shall
1143386284,unrelated,0.6631,recent,timeliness
1143386285,unrelated,0.6705,unjust,right-hand
1143386286,unrelated,0.7637,unwell,justly
1143386287,unrelated,0.764,bad,suitable
1143386288,antonym,0.3408,correct,uncollectible
1143386289,unrelated,1,tight,good
1143386290,other,0.482,right,alright
1143386291,unrelated,1,take,triiodothyronine
1143386292,antonym,0.7664,properly,counterfeit
1143386293,unrelated,0.6915,ugly,right
1143386294,unrelated,1,none,stimulate
1143386295,antonym,0.7771,switch,stay
1143386296,unrelated,0.7723,miserable,practicable
1143386297,unrelated,1,ugly,salutary
1143386298,antonym,1,goodness,cruel
1143386299,unrelated,1,hostelry,dislodge
1143386300,antonym,0.6811,proficient,flawed
1143386301,antonym,0.673,terrible,effective
1143386302,unrelated,1,anymore,nigh
1143386303,paraphrase,0.3502,miserable,insufferable
1143386304,unrelated,1,compatible,patronise
1143386305,unrelated,1,awful,promiscuous
1143386306,unrelated,0.6578,swell,even
1143386307,unrelated,1,trust,despair
1143386308,antonym,0.6854,unimaginable,plausible
1143386309,unrelated,0.7502,good,dotty
1143386310,paraphrase,0.7804,okey,right
1143386311,unrelated,1,speculative,wrong
1143386312,unrelated,1,meaningless,requirement
1143386313,unrelated,0.744,sinful,rectify
1143386314,unrelated,1,bear,compatible
1143386315,unrelated,0.6417,stagnant,living
1143386316,unrelated,1,les,entirely
1143386317,unrelated,1,unknown,condition
1143386318,unrelated,0.6745,advantageously,comfortably
1143386319,unrelated,1,rotten,redress
1143386320,unrelated,0.6655,stance,certain circumstances
1143386321,other,0.6656,unaltered,exchange
1143386322,unrelated,0.737,supernumerary,relevant
1143386323,unrelated,1,dim-witted,complex
1143386324,unrelated,1,birth,l
1143386325,unrelated,1,withal,yes
1143386326,antonym,1,irrelevant,substantial
1143386327,antonym,0.6867,determine,unspecified
1143386328,paraphrase,0.4934,goodness,well
1143386329,unrelated,1,regular,till
1143386330,unrelated,1,be,decision
1143386331,unrelated,0.341,wrong,normal
1143386332,antonym,1,active,static
1143386333,antonym,0.6751,grief,joy
1143386334,unrelated,1,civil,sidereal
1143386335,unrelated,0.6457,easy,straight
1143386336,unrelated,1,ensure,c
1143386337,unrelated,0.6581,can,provide
1143386338,unrelated,0.739,tenacious,scarcely
1143386339,unrelated,0.6654,sole,longer
1143386340,unrelated,1,tail,possible
1143386341,unrelated,0.6764,well,fix
1143386342,unrelated,0.7287,spare,available
1143386343,unrelated,1,awry,fair
1143386344,unrelated,0.6842,shitty,properly
1143386345,antonym,0.6638,feasible,impractical
1143386346,antonym,1,characteristic,uncharacteristic
1143386347,antonym,0.6764,essential,helpless
1143386348,unrelated,1,sneak,unhook
1143386349,unrelated,0.665,roughly,difficult
1143386350,unrelated,0.6399,good-for-nothing,TRUE
1143386351,unrelated,1,deplorable,available
1143386352,unrelated,1,mightily,unwell
1143386353,unrelated,0.6607,paste,gather
1143386354,paraphrase,1,mischievously,bad
1143386355,unrelated,0.6007,easily,wrongly
1143386356,unrelated,0.5051,so,scarce
1143386357,unrelated,0.842,bitterly,swell
1143386358,unrelated,0.655,real,low
1143386359,unrelated,1,handgrip,name
1143386360,unrelated,0.7296,redundant,applicable
1143386361,antonym,0.6544,inconceivable,easy
1143386362,antonym,0.7584,ineffectual,sufficient
1143386363,antonym,0.6825,specific,none
1143386364,other,0.3473,safe,foul
1143386365,unrelated,1,mediocre,wrong
1143386366,unrelated,1,counterbalance,unreliable
1143386367,unrelated,1,purse,unwrinkled
1143386368,unrelated,0.5091,shameful,permissible
1143386369,antonym,1,acceptable,reprehensible
1143386370,antonym,0.6086,assertion,reversal
1143386371,unrelated,1,pretty,respectable
1143386372,paraphrase,1,limit,limited
1143386373,unrelated,0.6675,level,actually
1143386374,unrelated,0.6795,traduce,benign
1143386375,unrelated,0.6563,bear,bull
1149036295,antonym,0.7522,contralateral,ipsilateral
1149036296,unrelated,0.5013,bask,suffer
1149036297,antonym,0.6555,crucial,unimportant
1149036298,unrelated,1,costly,punk
1149036299,antonym,1,winner,failure
1149036300,unrelated,1,cite,hold
1149036301,antonym,1,advantageous,disadvantageous
1149036302,unrelated,0.8269,shag,unscrew
1149036303,unrelated,0.5207,amazingly,arguably
1149036304,unrelated,0.3403,seaward,offshore
1149036305,other,0.2664,gruelling,smooth
1149036306,unrelated,1,comfortably,low
1149036307,unrelated,1,unhealthy,near
1149036308,antonym,0.7453,straighten,bend
1149036309,unrelated,0.6986,out-of-doors,close
1149036310,unrelated,0.6486,farsighted,rare
1149036311,unrelated,1,sure,lotion
1149036312,unrelated,0.6865,abuse,mightily
1149036313,unrelated,0.6774,skin,show
1149036314,unrelated,0.5059,wrong,unfeigned
1149036315,antonym,0.5117,lawful,bogus
1149036316,unrelated,1,upset,commodity
1149036317,other,0.3403,fraternal,identical
1149036318,other,0.6652,obtainable,executable
1149036319,unrelated,0.5022,awfully,right
1149036320,unrelated,0.6725,sorry,okay
1149036321,antonym,0.7834,available,scarce
1149036322,antonym,0.6482,sympathetic,unkindly
1149036323,unrelated,0.5187,right,ill-conceived
1149036324,antonym,1,unassertive,assertive
1149036325,unrelated,1,continuously,even
1149036326,unrelated,1,near,scary
1149036327,unrelated,0.6619,normal,dotty
1149036328,unrelated,0.7458,more,success
1149036329,antonym,1,polite,impertinent
1149036330,unrelated,1,further,heretofore
1149036331,unrelated,0.49,correct,poor
1149036332,unrelated,1,significant,tike
1149036333,other,0.3513,chant,toneless
1149036334,unrelated,1,goon,obvious
1149036335,unrelated,1,actually,eve
1149036336,unrelated,1,appropriate,ghastly
1149036337,unrelated,1,disgraceful,justly
1149036338,unrelated,1,miserable,commodity
1149036339,antonym,1,activate,inactivate
1149036340,unrelated,1,put,power supply
1149036341,unrelated,0.5862,laborious,user-friendly
1149036342,unrelated,1,no,TRUE
1149036343,antonym,0.6536,seriousness,insincerity
1149036344,antonym,1,useless,necessary
1149036345,antonym,1,disorganize,organise
1149036346,unrelated,1,carry,ter
1149036347,antonym,1,boundlessly,measurably
1149036348,unrelated,0.7647,good,unseasonable
1149036349,unrelated,0.7981,so,moderately
1149036350,antonym,0.6642,incapacitate,admissible
1149036351,unrelated,1,punk,yearn
1149036352,unrelated,0.7063,practically,damn
1149036353,unrelated,0.5888,potential,hard
1149036354,unrelated,1,bad,loose
1149036355,unrelated,0.5875,permit,shall
1149036356,antonym,1,tuneful,tuneless
1149036357,unrelated,1,settlement,preparation
1149036358,unrelated,1,naked,polite
1149036359,unrelated,0.7746,project,more
1149036360,antonym,1,early,later
1149036361,unrelated,0.5878,harmless,sober
1149036362,unrelated,1,uncertain,gentle
1149036363,unrelated,1,even,stage
1149036364,antonym,0.6629,accessible,unavailable
1149036365,antonym,0.7467,intemperate,pleasant
1149036366,antonym,0.758,void,fullness
1149036367,unrelated,0.3998,reliable,correct
1149036368,unrelated,0.7295,mistaken,ripe
1149036369,unrelated,1,awry,advantageously
1149036370,antonym,0.756,seldom,overly
1149036371,unrelated,1,name,have
1149036372,unrelated,1,completely,virtually
1149036373,unrelated,1,short,complete
1149036374,antonym,0.505,user-friendly,gruelling
1149036375,unrelated,1,easy,ill
1149036376,unrelated,0.5024,substantially,wrong
1149036377,antonym,0.8001,unamended,amend
1149036378,antonym,1,unfit,adequately
1149036379,unrelated,1,sufficient,dead
1149036380,unrelated,0.708,strange,recognise
1149036381,antonym,0.6174,suitable,inapplicable
1149036382,unrelated,1,specialise,unknown
1149036383,unrelated,1,entirely,still
1149036384,paraphrase,0.6654,still,currently
1149036385,unrelated,0.7531,good,over-the-top
1149036386,unrelated,0.6512,mightily,unclear
1149036387,antonym,0.5089,set,deficient
1149036388,unrelated,0.7455,apply,unspent
1149036389,antonym,0.6455,insignificant,important
1149036390,unrelated,1,average,evil
1149036391,antonym,1,finishing,start
1149036392,unrelated,0.7555,inadmissible,decent
1149036393,antonym,1,indication,contraindication
1149036394,unrelated,1,estimable,amiss
1149036397,antonym,1,prior,late
1149036398,unrelated,0.691,rectify,inequitable
1149036399,antonym,0.6754,sufficiency,insignificant
1149036400,unrelated,0.7148,lone,less
1149036401,unrelated,1,severely,user-friendly
1149036402,unrelated,1,admittedly,equitable
1149036403,unrelated,0.7989,needle,appropriate
1149036404,unrelated,1,realise,loss
1149036405,antonym,0.6536,disaccord,agree
1149036406,unrelated,0.8154,undue,sane
1149036407,unrelated,0.6744,weak,acceptable
1149036408,unrelated,1,renovate,break
1149036409,unrelated,1,respectable,no
1149036410,unrelated,1,hard,substantially
1149036411,unrelated,0.5016,erroneously,good
1149036412,paraphrase,0.649,bit,sole
1149036413,unrelated,0.6517,anybody,one
1149036414,unrelated,0.6735,correct,fictive
1149036415,unrelated,1,fair,so
1149036416,antonym,1,insufferable,desirable
1149036417,unrelated,0.691,terrible,soft
1149036418,antonym,0.515,easygoing,harsh
1149036419,antonym,1,unlawful,legalize
1149036420,unrelated,0.5982,reckless,prophylactic
1149036421,antonym,1,certainly,unlikely
1149036422,unrelated,1,bazaar,bad
1149036423,antonym,1,correct,faux
1149036424,entailment,0.3956,continuously,regular
1149036425,antonym,0.7428,TRUE,deceitful
1149036426,unrelated,1,unwell,seize
1149036427,unrelated,0.3849,reliable,brilliant
1149036428,unrelated,0.8242,ampere,com
1149036429,antonym,0.4346,lightly,considerably
1149036430,unrelated,0.6511,lame,unspoiled
1149036431,antonym,0.7794,subsequently,former
1149036432,unrelated,0.6714,admittedly,precisely
1149036433,unrelated,0.68,crazy,risible
1149036434,unrelated,1,substantially,less
1149036435,unrelated,1,thoroughly,hard
1149036436,unrelated,1,terrible,mighty
1149036437,unrelated,1,binding,there
1149036438,unrelated,0.7886,intelligibly,surprisingly
1149036439,unrelated,1,wellspring,sick
1149036440,unrelated,1,equal,reprint
1149036441,unrelated,1,right,counter-productive
1149036442,unrelated,0.7398,complaint,good
1149036443,unrelated,0.8653,bullshit,slump
1149036444,unrelated,1,justly,handsome
1149036445,unrelated,0.5759,justly,sinful
1149036446,unrelated,0.8498,badly,mighty
1149036447,unrelated,1,require,easy
1149036448,antonym,0.7953,reasonable,excessive
1149036449,unrelated,0.3753,wrong,chasten
1149036450,unrelated,0.7364,long,card
1149036451,unrelated,0.6121,decline,accurate
1149036452,unrelated,0.6649,non,well
1149036453,antonym,0.7991,satisfactory,inadmissible
1149036454,unrelated,0.8584,well,asshole
1149036455,antonym,0.3409,workable,ridiculous
1149036456,unrelated,0.4941,right,poorly
1149036457,unrelated,0.7292,impossible,low
1149036458,unrelated,1,weak,retentive
1149036459,unrelated,1,off,rigid
1149036460,unrelated,1,rugged,tardily
1149036461,unrelated,1,no,produce
1149036462,antonym,1,available,unapproachable
1149036463,unrelated,1,understandably,astonishingly
1149036464,antonym,1,unrealistically,realistically
1149036465,antonym,1,elderly,young
1149036466,unrelated,1,less,follow
1149036467,unrelated,1,TRUE,delicately
1149036468,antonym,1,sanity,insanity
1149036469,unrelated,1,available,shortly
1149036470,unrelated,1,jaydee,turd
1149036471,unrelated,1,retentive,card
1149036472,unrelated,0.6839,unconscionable,satisfactory
1149036473,unrelated,1,correct,redress
1149036474,antonym,1,good,painful
1149036475,unrelated,0.8228,scarcely,likewise
1149036476,unrelated,1,discipline,unkind
1149036477,unrelated,0.7531,nominal,important
1149036478,unrelated,1,now,possibly
1149036479,unrelated,0.7507,hard,convenient
1149036480,antonym,0.7824,dreadful,good
1149036481,unrelated,1,cold,wanton
1149036482,unrelated,1,possible,impulsive
1149036483,unrelated,0.5109,horrible,beneficial
1149036484,unrelated,0.6658,extraordinary,formula
1149036485,antonym,0.5869,amiss,effective
1149036486,unrelated,0.7402,good,franklin
1149036487,unrelated,0.5187,manageable,possible
1149036488,unrelated,0.6471,windy,feasible
1149036489,unrelated,1,well,prick
1149036490,antonym,1,self-governing,dependent
1149036491,unrelated,0.791,good,overturn
1149036492,unrelated,1,good,few
1149036493,unrelated,1,unusual,justly
1149036494,unrelated,1,considerably,bit
1149036495,paraphrase,0.6501,kinship,consanguinity
1149036496,unrelated,1,grant,stand
1149036498,antonym,1,disorder,order
1149036499,antonym,1,nonconformity,conformism
1149036500,unrelated,0.7598,interpret,more
1149036501,unrelated,0.854,d,have
1149036502,unrelated,1,raven,postdate
1149036503,other,0.3446,limited,more
1149036504,unrelated,0.8517,atrocious,easy
1149036505,unrelated,1,make,off
1149036506,antonym,0.7396,ascertain,unclear
1149036507,unrelated,0.6837,steep,reasonable
1149036508,antonym,1,unconstitutional,constitutional
1149036509,unrelated,0.3931,as,little
1149036510,unrelated,0.7423,viable,untenable
1149036511,unrelated,1,approve,gonna
1149036512,antonym,0.6783,quiet,hard
1149036513,unrelated,0.7742,unwell,unspoiled
1149036514,unrelated,1,decent,sufficient
1149036515,unrelated,1,crease,increased dramatically
1149036516,unrelated,0.6662,eligible,obnoxious
1149036517,unrelated,1,undesirable,conquer
1149036518,unrelated,1,name,prevail
1149036519,unrelated,1,available,windy
1149036520,unrelated,1,guess,shall
1149036521,unrelated,1,amazingly,organically
1149036522,unrelated,1,whole,l
1149036523,unrelated,1,fifty-fifty,hardly
1149036524,unrelated,0.7699,bullshit,right
1149036525,unrelated,1,pregnant,important
1149036526,unrelated,1,clean,sore
1149036527,unrelated,1,appropriate,supernumerary
1149036528,unrelated,0.6539,touch,separate
1149036529,unrelated,0.7454,self-evidently,astonishingly
1149036530,antonym,1,efferent,afferent
1149036531,unrelated,1,spiteful,commodity
1149036532,unrelated,1,away,working
1149036533,antonym,1,unpopular,popular
1149036534,unrelated,0.6933,beneficial,mad
1149036535,unrelated,0.3502,unwilling,willing
1149036536,unrelated,1,estimable,huh
1149036537,unrelated,0.8037,scant,dark
1149036538,antonym,0.6569,properly,unhealthy
1149036539,unrelated,0.664,actually,equitable
1149036540,unrelated,1,no,hitherto
1149036541,unrelated,1,shortly,solely
1149036542,unrelated,1,sleeveless,necessary
1149036543,unrelated,0.6506,restrain,permissible
1149036544,other,0.5235,inescapable,possible
1149036545,unrelated,0.6639,shaver,long
1149036546,unrelated,1,as,poorly
1149036547,unrelated,0.6087,unthinkable,aright
1149036548,antonym,0.7525,tameness,wildness
1149036549,unrelated,0.7343,cockamamie,jaydee
1149036550,antonym,0.5157,topsy-turvy,orderly
1149036551,antonym,0.7413,unsuccessful,correct
1149036552,unrelated,1,levy,lower
1149036553,antonym,1,discontent,contentment
1149036554,other,0.3464,considerably,slight
1149036555,antonym,0.8458,sanely,unreasonably
1149036556,unrelated,1,unbelievable,large
1149036557,unrelated,1,long,sentence
1149036558,other,0.497,livelihood,alive
1149036559,unrelated,1,farsighted,sparsely
1149036560,unrelated,0.5202,heavy,easy
1149036561,paraphrase,0.4076,easily,comfortably
1149036562,other,0.2595,TRUE,exact
1149036563,unrelated,0.6664,comfortably,little
1149036564,unrelated,1,mighty,abuse
1149036565,antonym,0.6532,goodness,sinful
1149036566,unrelated,1,similarly,even
1149036567,unrelated,1,feasible,impulsive
1149036568,unrelated,0.7487,inherent,unconstitutional
1149036569,unrelated,0.6498,good,harsh
1149036570,unrelated,0.6627,ripe,invalid
1149036571,unrelated,0.7845,besotted,easy
1149036572,paraphrase,1,even,evenly
1149036573,antonym,0.7841,infidelity,faithfulness
1149036574,antonym,1,suasion,dissuasion
1149036575,antonym,1,match,different
1149036576,antonym,0.7994,phony,truthful
1149036577,unrelated,1,throw,none
1149036578,unrelated,1,incompatible,defend
1149036579,unrelated,1,understand,c
1149036580,unrelated,1,nude,civil
1149036581,unrelated,1,differently,huh
1149036582,antonym,1,indestructible,destructible
1149036583,unrelated,0.7572,unusual,convention
1149036584,antonym,0.7536,slack,tense
1149036585,unrelated,0.6896,grave,alright
1149036586,unrelated,1,fateful,white
1149036587,antonym,0.5219,sufficient,uncompleted
1149036588,unrelated,0.8525,unclear,estimable
1149036589,unrelated,0.7612,funny,demented
1149036590,unrelated,1,unreal,powerful
1149036591,unrelated,0.8217,dreary,TRUE
1149036592,category,1,finland,germany
1149036593,unrelated,1,easy,foresighted
1149036594,unrelated,1,nonetheless,free
1149036595,unrelated,0.7431,practically,insufficiently
1149036596,unrelated,1,rent,prevent
1149036597,unrelated,0.6604,commodity,painful
1149036599,unrelated,1,weak,farsighted
1149036600,unrelated,1,sorry,potential
1149036601,unrelated,0.6814,practicable,piteous
1149036602,unrelated,0.5137,apportion,empty
1149036603,unrelated,0.7906,lame,respectable
1149036604,unrelated,0.6467,title,law
1149036605,antonym,0.54,abortive,effective
1149036606,unrelated,1,solitary,be
1149036607,antonym,0.7379,later,erstwhile
1149036608,unrelated,0.661,forthwith,maybe
1149036609,unrelated,0.4886,tike,parent
1149036610,unrelated,0.6838,no,share
1149036611,antonym,1,safety,life-threatening
1149036612,unrelated,0.7817,in,scarce
1149036613,paraphrase,0.4847,unfeasible,unacceptable
1149036614,antonym,1,unimportant,necessity
1149036615,antonym,0.4098,usable,pointless
1149036616,antonym,1,little,big
1149036617,unrelated,0.8113,easy,discombobulate
1149036618,unrelated,1,unhealthy,flop
1149036619,unrelated,0.6532,dumbfound,demystify
1149036620,unrelated,0.7483,soundly,unclear
1149036621,unrelated,0.7622,subsequently,prior
1149036622,unrelated,1,uncomfortable,unspoiled
1149036623,unrelated,0.8009,refusal,take
1149036624,unrelated,1,incessantly,even
1149036625,unrelated,0.6045,appoint,hold
1149036626,unrelated,0.7011,limited,multitudinous
1149036627,unrelated,1,secure,poor
1149036628,paraphrase,1,hard,hard
1149036629,unrelated,0.3394,eventually,instantly
1149036630,unrelated,0.6845,closely,less
1149036631,antonym,0.6703,less,fully
1149036632,unrelated,0.7569,dissipation,no
1149036633,unrelated,1,express,infinite
1149036634,unrelated,0.794,correct,sore
1149036635,unrelated,0.6629,iniquity,good
1149036636,unrelated,1,have,thyroxine
1149036637,antonym,1,adult,juvenile
1149036638,unrelated,1,warning,relegate
1149036639,unrelated,0.7644,hypocrite,correct
1149036640,unrelated,1,variable,live
1149036641,unrelated,1,ferment,off
1149036642,antonym,0.6605,powerful,normal
1149036643,antonym,0.6535,longer,immediately
1149036644,unrelated,0.7503,tardily,unclear
1149036645,unrelated,0.6611,flop,awful
1149036646,unrelated,1,at,modality
